category,quote,quote_speaker
توانایی, ايستادگي در برابر سختي ها در شما اعتماد به نفس ايجاد مي كند و توانايي شما را نيز افزايش مي دهد.,برایان تریسی
توانایی," آدمي ناتوان ترين موجود جهان است، بويژه در برابر خودش. هيچ كس بهتر از خود انسان نمي تواند خودش را فريب دهد. هر كس نيمي از عمرش را در فريب دادن خود تلف مي كند.",آبراهام لینکلن
توانایی," ميزان كارايي شما هر چه باشد، توانايي هاي بالقوه شما بيشتر از آن است كه تا كنون به فعل در آمده است. جيمز تي.",مك كي
توانایی, آن كس كه نمي تواند فرمان دهد بايستي فرمان ببرد.,نیچه
توانایی," هيچ كس نمي تواند چيزي را به شما بياموزد، جز آنچه كه در افق ديد و خرد شما وجود داشته و شما از آن بيخبر بوده ايد.",جبران خليل جبران
خانواده," نويسنده اي كه به كمال انسان، باور پابرجا نداشته باشد، نه احساس بخشش و پايبندي به ادبيات دارد و نه هرگز عضو خانواده ي ادبيات است.",جان اشتاين بك
خانواده," بهترين لذت آدمي اين است كه بداند نسلي از او بر جا مانده، ولي حسي برتر از هر لذت موجود اين است كه بداند مسئوليت خانواده اي بر دوش او است و هر فردي مي تواند از اين لذت برخوردار شود.",نلسون ماندلا
خانواده," چه بر سر افسر ستاد ارتش مي آمد اگر مي انديشيد كه هر حركت او، براي هزار خانواده تيرگي به ارمغان مي آورد و قلب سه هزار نفر را رنجور مي سازد؟ اين جهان چه مي شد اگر ما انسان تر مي بوديم؟",فرناندو پسوا
خانواده," حلقه اي كه خانواده ي حقيقي تو را بهم مي پيوندد، هم خوني نيست، بلكه احترام و شادماني است كه نسبت به زندگي يكديگر دارند.",ريچارد باخ
خانواده," من وطنم را بيشتر از خانواده ام دوست مي دارم، اما به انسانيت بيشتر از كشورم علاقه مندم.",فنلون
خانواده," دودماني كه بزرگان و ريش سفيدانش خوار باشند، به كالبد بيجاني ماند كه خوراك جانوران ديگر شود.",اُرد بزرگ
خانواده," ياييد نه تنها براي خود و خانواده ، بلكه براي كشورمان مسئوليت بيشتري را بپذيريم.",بيل كلينتون
خانواده, بخش بزرگي از ادب آدمي برآيند ريشه نژادي و خانوادگي است.,اُرد بزرگ
خانواده," اگر نتوانيم به تبار خويش ساماني درست ببخشيم، مانند اين است كه در خانه اي بي ديوار زندگي مي كنيم.",اُرد بزرگ
خانواده," اگر فكر كنيد كه كار، يعني زحمت و مشقت محض و وسيله اي براي تامين معاش خانواده، به احتمال زياد، چيزي بيش از آن هم گيرتان نخواهد آمد.",آنتوني رابينز
خانواده," زندگي خانوادگي  مانند  شركتي است كه هرچه سهم دو شريك در آن بيشتر باشد، قدرت آن شركت و پايداري آن بيشتر خواهد بود.",سعيد نفيسي
خانواده," گسيختن رشته ي علايق فرزندي، غريزه ي برخي از خانواده هاي بينوا است.",ويكتور هوگو
خانواده," تلويزيون از دايره خانواده، نيم دايره درست مي كند.",لوتار اشميت
خانواده," زن، كانون پر نور خانواده، مركز مهر، نماينده ي عشق، نمايانگر پاكي، نمونه ي محبت و دوستي و چشمه ي بخشش است.",اقبال لاهوري
خانواده, دوستان عبارت از خانواده اي هستند كه انسان اعضاي آن را به اختيار خود انتخاب كرده است.,آلفونس كار
خانواده, شادترين لحظه هاي زندگي ام اندك زماني بود كه در خانه و در آغوش خانواده ام سپري كردم.,توماس جفرسون
خانواده," روزنامه، شگفت انگيزترين عجايب جهان نوين است. خانواده اي كه دست كم يك روزنامه را نخواند و در آن دقيق نشود در قرن نوزدهم زندگي نمي كند.",برودوس
خانواده, شباهنگام براي خانواده و نزديكانت نامه بنويس و در روز براي اربابان و سرپرستان.,اُرد بزر
خانواده," بزرگترين خردمندي، خرد و معرفتي است كه به تنظيم امور خانواده و اجتماع مربوط است و آن، تسلط بر خود و حق طلبي و اعتدال ناميده مي شود.",افلاطون
خانواده," آموزش را در خانواده، دانش را در جامعه و بينش را در تفكرات تنهايي مي آموزند.",نيچه
خانواده, خودپسندي زنها بزرگترين علت بدبختي ايشان و نابودي خانواده هاست. هيچ چيز به اندازه خودپسندي زنها بنيان خانواده ها را ويران نكرده است.,چارلي چاپلين
خانواده," كساني را مي شناسيم كه براي آرايش ظاهري و داشتن لباسي گرانمايه، شكم خود را گرسنه نگاه داشته و خانواده خود را در تنگدستي مي گذارند و براي فريب دادن چشم ديگران، خود را دچار رنج و محنت مي كنند.",بنجامين فرانكلين
خانواده," هميشه بايد مراقب سه چيز باشيم : وقتي تنها هستيم مراقب افكار خود، وقتي با خانواده هستيم مراقب اخلاق خود و زماني كه در جامعه هستيم مراقب زبان خود.",مادام داستال
خانواده," بهترين نگهبان سعادت در يك خانواده، عشق زن و شوهر نسبت به يكديگر است.",دوموند لورليد
خودشناسی," برنده شدن، شايستگي مي خواهد، كه آن هم، خودشناسي است. اُ. ج.",سيمپسون
خودشناسی, آنچه هستيد شما را بهتر معرفي مي كند تا آنچه مي گوييد.,بزرگمهر
خودشناسی," جست و جوي ما براي عشق، منحصراً با خودشناسي انجام مي پذيرد.",بوسكاليا
خودشناسی, تو نياز داري كه به شناختن خود ادامه دهي؛ هر روز كمي بيشتر از روز پيش.,ريچارد باخ
خودشناسی," خودشناسي داراي پيشينه دراز به اندازه تاريخ بشري است و با زندگي بهتر آغاز شده است. انسان بدون خودشناسي، انسانيت را نشناخته است.",جيمز گيلكيس
خودشناسی," سه چيز خيلي سخت است : فولاد، الماس و خود شناسي.",بنجامين فرانكلين
خودشناسی," دقايقي را كه به عيب جويي ديگران مي گذرانيم، اگر صرف انديشيدن به عيبهاي خود كنيم، فايده هاي زيادي مي بريم كه كوچكترين آن خودشناسي است.",؟
خودشناسی, آنچه هستيد نتيجه فكر شما است.,روين داير
خودشناسی, آنچه هستي باش.,نيچه
زمان," تا زماني كه مطمئن   نشوم، اميدم را از دست نمي دهم.",پل استر
زمان," هيچ كس نمي داند در زمانهاي بحراني، وفاداري به كدام سو رو مي كند.",پل استر
زمان," همه نياز به زمان دارند. آدم نبايد پيش از اينكه بداند چه مي گويد، نتيجه گيري كند.",پل استر
زمان," زمان، آن گونه آراسته نيست كه مي پنداريم.",كريستيان بوبن
زمان," زماني كه مي خوانم، چيزي است كه [آن را] مي جويم؛ در پي چيزي هستم كه هنوز دنيا آن را نيالوده باشد.",كريستيان بوبن
زمان," عشق، زماني است كه براده هاي انديشه ي ما مثل آهن ربا به درون دل ديگري بشتابد.",كريستيان بوبن
زمان," در يك متري خويش با كسي گفتگو مي كنيم، ولي گويي سال هاي نوري از ما دور است.",كريستيان بوبن
زمان," تا زماني كه به آدمها اهميت ندهيد، برايشان مهم نيست كه شما چه اندازه مي دانيد.",مَت بَكَك
زمان," هنگامي كه ما با چشم بسته اهدافمان را در پيش مي گيريم، بيشتر، فرصت هاي دور از ذهن و شگفت آور را از دست مي دهيم.",استيون شَپيرو
زمان," هنگامي كه با ديگران چشم و هم چشمي مي كنيم، از خود و ارزش هاي دروني مان دور مي شويم.",كريستي ويتمن
زمان," هنگامي كه آدمهاي كامياب شكست مي خورند، به جاي اينكه شكست شان را نوعي گرفتاري و امري بازدارنده بدانند، آن را يك دشواري زودگذر، فرصتي براي يادگيري، جاي پايي براي پيشرفت، يا يك مسئله ي سراسر نامربوط مي دانند.",دنيس ويتلي
زمان," خشنودي راستين، زماني فراهم مي شود كه زندگي را به گونه اي سر راست تجربه كنبد، نه از راه داوري در مورد كارهايي كه انجام مي دهيد.",ارييل كين
زمان, تنها زماني مي فهميد از دشواري تان بزرگ تر هستيد كه از آن بيرون بياييد.,رابي استرابينگ
زمان," وقتي زندگي تان را ساده كنيد، از نظر ذهني و فيزيكي، فرصت كافي خواهيد داشت تا از زندگي تان، مردم و تجربه هايتان به راستي لذت ببريد.",دان كارلن
زمان," عشق راستين، به طور رايج، زماني به سراغ ما مي آيد كه هرگز چشم داشت آن را نداريم.",دُبرا لِي
زمان," بزرگترين خشنودي هاي زندگي، زماني به دست مي آيد كه انسان بداند در راستاي باورهاي راستين خود، رفتار كرده است.",آنتوني رابين
زمان," لگوها با گذشت زمان دگرگون مي شوند، شما هم بايستي دگرگون شويد.",شري كارتر اسكات
زمان," هنگامي كه به آنچه نداريم و مي خواهيم داشته باشيم، مي انديشيم، از آْنچه داريم، بي خبر مي مانيم.",شري كارتر اسكات
زمان," بهترين راه رسيدن به روشني، توجه كردن به زمانهايي است كه آن را تجربه نمي كنيد.",شري كارتر اسكات
زمان," با لحظه ي اكنون همراه باشيد و به آنچه تجربه مي كنيد، توجه داشته باشيد.",شري كارتر اسكات
زمان," ديرور به تاريخ پيوست، از فردا هم چيزي مشخص نيست، ولي امروز، زماني است كه بايد آن را دريافت.",شري كارتر اسكات
زمان," هر زمان كه نتوانيد به خواسته اي برسيد، بدانيد كه فرصتي براي آموختن نكته اي مهم از انديشه ها و رفتارتان به دست آورده ايد.",شري كارتر اسكات
زمان," هر زمان كاري انجام مي دهيد كه به آن دلبستگي داريد، زندگي بسيار آسان تر پيش مي رود.",استيسي ميو
زندگی," شايد بزرگترين دشواري، همين باشد؛ زندگي چنان كه ما مي شناختيم پايان يافته، ولي هنوز كسي نيست كه بداند چه چيزي جاي آن را گرفته است.",پل استر
زندگی, یك زندگي زيبا آن است كه براي سپري كردن اش رنج زيادي را به دوش بكشيم.,يك كولي
زندگی," زندگي، منطق گريز است؛ همه چيز، زنداني زندگي است، به جز منطق بي انتهاي دل.",كريستيان بوبن
زندگی," زندگي، ديوانه اي بيش نيست؛ هر گاه دلش بخواهد با نقشه ها، اهداف، محاسبات و باورهاي ما مخالفت مي كند.",كريستيان بوبن
زندگی," زندگي سرشار از خوشگذراني، بر چهره ي انسانها همچون مومي بسيار كهنه و زشت اثر مي نهد.",كريستيان بوبن
زندگی," مي خواهم آنچه را كه مردني است، بيشتر بكُشم، تا زندگي بخش آنچه زنده است باشم. هر اندازه دنيا بيشتر به سياهي بگرايد، نياز افزون تري به روشنايي خواهد داشت.",كريستيان بوبن
زندگی," يك بار زندگي مي كنيم و تنها در زمان زيستِ خود مي توانيم آن را بنگاريم. خط خوردگي ها، زخم هاي زندگي است كه پابرجا خواهد ماند.",كريستيان بوبن
زندگی, همه چيز در زندگي تان يك موهبت است؛ يك موهبت والا كه به رشد شما كمك مي كند.,كارولين پاتِر
زندگی," اگر مي خواهيد در زندگي تان دگرگوني ايجاد كنيد، بخشش به ديگران را بخشي از برنامه ي رشد فردي تان قرار دهيد.",راجر كار
زندگی, انديشه هاي ما آفريننده ي زندگي مان هستند.,اولين كول
زندگی," نه گفتن را ياد بگيريد تا زمان بيشتر و فضاي بيشتري براي بله گفتن به آنچه كه از زندگي مي خواهيد، پيدا كنيد.",دان كارلن
زندگی," زندگي ساده به دليل ثباتي كه دارد، سزاوار است. نيروي شما را تقويت مي كند و اين تصور نادرست را كه در هر كاري بايد بي نقص و كامل باشيد، از بين مي برد.",دان كارلن
زندگی," وقتي زندگي تان را ساده كنيد، از نظر ذهني و فيزيكي، فرصت كافي خواهيد داشت تا از زندگي تان، مردم و تجربه هايتان به راستي لذت ببريد.",دان كارلن
زندگی," هرچه تجارب زندگي ما بيشتر و كيفيت آنها بالاتر باشد، ميزان حق گزينش ما بيشتر مي شود و بهتر مي توانيم معناي [ =چَم ] هر چيز را دريابيم و توان خود را براي انجام هر كار بسنجيم.",آنتوني رابينز
زندگی," یادتان باشد كه نيروبخش ترين قانون اين است: با وجود هر پيشامدي، از زندگي خود لذت ببريد.",آنتوني رابينز
زندگی," اگر كامروا نشويد، زندگي، خود به خود و به ميزان كافي، شما را دچار رنج خواهد ساخت و نيازي نيست كه با ايجاد قوانين سخت، پيوسته خود را دچار رنج و اندوه كنيد.",آنتوني رابينز
زندگی," زندگي، پديده اي دگرگون شونده است، از اين رو، قوانين ما بايد به گونه اي باشد كه به ما اجازه ي سازگاري، رشد و لذت را بدهد.",آنتوني رابينز
زندگی," زندگي، مدرسه اي ساليانه است كه هيچ گاه از آن، دانش آموخته نخواهيد شد. از اين رو فرايندي آموزشي است كه ارزش راستين را به هستي مي بخشد.",شري كارتر اسكات
زندگی," هيچ بخشي از زندگي نيست كه درس نباشد. اگر زنده هستيد، درسهايتان را نيز بايد بياموزيد.",شري كارتر اسكات
زندگی," زندگي نمي خواهد كه ما بهترين باشيم، زندگي مي خواهد كه بيشترين تلاش را بكنيم.",جاكسون براون جونيور
زندگی," درس زندگي هر كسي هميشه براي خودش، آشكار و روشن است؛ بستگي به اين دارد كه شخص در آن زمان چه لنزي بر چشم گذاشته باشد.",شري كارتر اسكات
زندگی," اگر به گونه اي ويژه، به تجربه هاي زندگي تان بنگريد، دريچه ي روح به روي شما باز مي شود.",جون كابات زين
زندگی," به ياد داشته باشيد كه هر روز و هر دَم از زندگي تان مي توانيد برگزينيد كه پر از آرامش، شادي و عشق باشيد. اين يك گزينش است و گزينش با شما است.",ياني منيييتس
زندگی," براي درست كردن هر چيزي در زندگي تان، تنها بايد از يك جا آغاز كنيد؛ از درون خودتان.",جو وايتالي
زندگی, شما مي توانيد آفريننده ي زندگي خودتان باشيد.,بيل هريس
زندگی," هر زمان كاري انجام مي دهيد كه به آن دلبستگي داريد، زندگي بسيار آسان تر پيش مي رود.",استيسي ميو
زندگی," زندگي، بسيار كوتاهتر از آن است كه زمان خود را براي كاري هدر دهيد كه نياز شما را برآورده نمي كند.",استيسي ميو
زندگی," عشق، جوهر زندگي و هدف بنيادين آن است.",لارنت گرنيير
زندگی," لذت بردن از اكنون، براي نگاهداشتِ مثبت انديشي در زندگي، مورد نياز است.",لستر جي رابينسون سوم
زندگی," براي اينكه از زندگي تان كمال لذت را ببريد، بايد در لحظه  زندگي كنيد.",لستر جي رابينسون سوم
زندگی," هيچ چيز با ارزشي در زندگي، ساده به دست نمي آيد.",ريچارد گرهم
زندگی," در هر دم از زندگي تان مي توانيد اراده كنيد راه تازه اي را در پيش بگيريد و خودتان را از شيوه ي انديشه ي فلج كننده اي كه شما را تاكنون، واپس نگه داشته است، رها سازيد.",ريچارد گرهم
زندگی," آنچه در زندگي بيشتر مردم، مايه ي اندوه است، اين است كه بيشتر، مي دانند در زندگي خود خواهان چه چيزهايي هستند، ولي به درستي نمي دانند كه چه كسي مي خواهند باشند.",آنتوني رابينز
زندگی," در زندگي انسان، محدوديت وجود ندارد.",والداس آدامكوس
زندگی," هدف پاياني راه زندگي، رسيدن به خرد است.",شري كارتر اسكات
زندگی," زندگي مان، زماني صاف و هموارتر مي شود كه به پيام هاي درون خود توجه كنيم.",شري كارتر اسكات
زندگی," زندگي بدون ماجرا، شايد امن و بي خطر باشد، ولي اين نوع زندگي، نه بافت دارد و نه رنگ.",شري كارتر اسكات
زندگی," زندگي بدون دل و جرأت، زندگي نيست.",هلن كلر
زندگی," هنگامي كه سر رشته ي زندگي تان را در دست خود بگيريد، دنيا پاسخ مثبت مي دهد و هوش سرشار، برافروخته مي گردد.",شري كارتر اسكات
زیبایی," همه ي چيزهاي زيبايي را كه مي بيني، به ذهن بسپار، تا هميشه با تو باشند، حتي در زمانهايي كه آنها را نمي تواني ببيني.",پل استر
زیبایی," ما كم و بيش هميشه به زيبايي، چهره اي فريبنده و گمراه كننده مي بخشيم.",كريستيان بوبن
زیبایی," زيباترين زيبايي ها، قرار گرفتن يك دل در صف خورشيد است؛ چيزي گريزان از هر چيرگي.",كريستيان بوبن
زیبایی, یك زندگي زيبا آن است كه براي سپري كردن اش رنج زيادي را به دوش بكشيم.,يك كولي
زیبایی," زيبايي، چنان با بي بند و باري به بيرون برمي جهد كه ممكن است لگدكوب شود.",كريستيان بوبن
زیبایی," در اسارت جادوي زيبايي، بايد آنچه را كه زيبا است، با سرانگشت به ديگري نشان دهيم تا به آرامش دست يابيم.",كريستيان بوبن
زیبایی," زيبايي راستين خرد در آن است كه زماني كه آن را به ياد مي آوريد، آن را منتقل مي سازيد.",شري كارتر اسكات
زیبایی," من عاشق پروردگار هستم. زماني كه آغاز به شناخت خدا كنيد، او را زيباترين و مهربان ترين خواهيد يافت.",جين راسل
زیبایی," وظيفه ي ما اين است كه خود را از زنداني كه به گستره ي دلسوزي و در آغوش كشيدن تمام آفريده هاي طبيعت و زيبايي هاي آن است، برهانيم.",آلبرت انيشتين
زیبایی," چه زيباست كه انسان هيچ كاري انجام ندهد و سپس، احساس آرامش داشته باشد.",مثل اسپانيايي
زیبایی," زيبايي، نيازي به پيچيدگي ندارد.",زيگ زيگلار
زیبایی, دشواريهاي دنيوي نمي توانند حس زيبايي را كه خداوند در روح انسان آفريده است از ميان بردارند.,گوته
زیبایی, زيبايي به هرجا كه وارد شود مهمان عزيزي است و پذيرايي خواهد شد.,گوته
زیبایی, عاشق تنها زيبايي چهره را مي بيند و دانا زيبايي سيرت را و عارف هر دو زيبايي را.,گوته
زیبایی, با حواس سست و خفته با تندر و آتش بازي آسماني سخن بايد گفت. اما زيبايي آوايي آرام دارد كه تنها در بيدارترين روانها راه مي برد.,نيچه
زیبایی," زيبايي در هنر، نوري است كه به ناگاه از آنچه هرگز گفته نشده است، مي تابد.",ميلان كوندرا
زیبایی," زيبايي، آخرين پيروزي انساني است كه ديگر اميدي ندارد.",ميلان كوندرا
زیبایی," براي اينكه زيبايي رخسار، روشني كلام، نيكي و استواري منش برجا بماند، سايه نيز همان اندازه ضروري است كه نور.",نيچه
زیبایی," زيباترين رنگها، كه به گونه اي اتفاقي بر روي بوم آمده باشد، لذت كمتري به ما مي بخشد تا طرحي سياه و سفيد.",ارسطو
زیبایی," زيبايي در طبيعت، نتيجه ي كردار رياضي طبيعت است كه به نوبه ي خود، نتيجه ي  هنر وجودي  هر موجودي است؛ حال آنكه، زيبايي در هنر، نتيجه ي عشق آدمي، عشقي مبتني بر شهود يا ادراك مستقيم وي بر اصول رياضي طبيعت است.",اريك نيوتن
زیبایی," آنچه را كه ما زيبايي طاووس يا زيبايي گل ساعت مي ناميم بايد همان ويژگي باشد كه بدون آن، طاووس و گل ساعت نتوانند چنانكه بايد هنر وجودي خود را نمايان سازند.",اريك نيوتن
زیبایی," زيبايي عبارت است از يك حالت ايكس رياضي يا مجهوليت و در اين شيء، عياري غير عادي از  مجهوليت  وجود دارد؛ پس اين شيء به گونه اي غير عادي زيباست.",اريك نيوتن
زیبایی, زيبايي به تماشاگر لذت مي بخشد.,تامس آكويناس
زیبایی, زيبايي يعني ميانه روي كامل در ميان احساس و ادراك؛ در ميان حس شدني و انديشه كردني.,اريك نيوتن
زیبایی," زيبايي مطلقاً فايده اي ندارد، زيرا هيچ گاه ابزار رسيدن به چيز ديگري نمي شود. زيبايي به طور مطلق خواستني است، زيرا تمايل نهايي آدمي را برآورده مي سازد.",اريك نيوتن
زیبایی," ويژگي اصلي زيبايي آن است كه خود هميشه غايتي است، نه آنكه ابزاري براي رسيدن به غايتي باشد.",اريك نيوتن
زیبایی, آنچه بيش از همه انسانها را شيفته مي كند زيبايي است.,پائولو كوئيلو
زیبایی," یك زبان ادبي مشهور، اساسي، زيبا و ظريف بايد از پالايش مس بي ارزش گفتار روزمره به دست آيد.",دانته
سکوت," یك اثر كامل حتا اگر بد هم باشد بهتر است، چون در هر صورت يك اثر است، يا سكوت واژه ها، خموشي كل روان، تا نويسنده با آن به ناتواني رفتار خود را ثابت كند.",فرناندو پسوا
سکوت, زيرك ترين خاموشان نزدِ من روشنان اند و راستان و شفافان. بُن آنان چندان ژرف است كه شفاف ترين آبها نيز آن را فاش نتوانند كرد.,نيچه
سکوت, خوش ترين شرارت و هنر نزدِ من همين است كه خاموشي ام آموخته است با خاموش ماندن خود را فاش نكند.,نيچه
سکوت, خاموش ترين كلام هايند كه طوفان مي زايند. انديشه هايي كه با گام كبوتر مي آيند جهان را رهبري مي كنند.,نيچه
سکوت, هيچ چيز به اندازه ي سكوت و خاموشي باعث افزايش قدرت نيست.,شارل دوگل
سکوت," هيچ زمان نمي تواني قلبت را خاموش كني، حتي اگر وانمود كني كه به حرفهايش گوش نمي دهي، او آنجا در سينه ي تو خواهد بود و مدام آنچه را كه درباره ي زندگي و دنيا مي انديشد تكرار خواهد كرد.",پائولو كوئيلو
سکوت, بايد خموشي گزيني يا كه سترگ سخن گويي.,نيچه
سکوت," خاموشي در برابر بدگويي از دوستان، گونه اي دشمني است.",اُردبزرگ
سکوت," در وظيفه خود ايستادگي كردن و خاموش ماندن، بهترين پاسخ به تهمت است.",جورج واشنگتن
سکوت," وقتي كه يك ملت ناراضي فرياد مي زند، مي توانم جلوي آنرا بگيرم. ولي وقتي كه ملت ناراضي سكوت كرد و سر به گريبان انديشه فرو برد، وحشت زده مي شوم، زيرا نمي توانم به نقشه هايشان پي ببرم.",امپراتور روم
سکوت," ملتها با دو دشمن وحشتناك روبرو هستند : اول كساني كه قانون را زير پا مي گذارند و دوم كساني كه اين قانون شكني را مي بينند، ولي سكوت مي كنند.",منرويل
سکوت," هيچ چيز مثل بدبختي، كودكان را ساكت نمي كند.",ويكتور هوگو
سکوت," بهترين مردم كساني هستند كه اگر از آنها تعريف كنيد، خجل شوند و چون بد گفتيد، سكوت كنند.",جبران خليل جبران
سکوت," سكوت، بينشي نوين از زندگي به ما مي دهد. در اين بينش، وجود ما سرشار از لطف او خواهد شد؛ بارقه اي كه امكان مي دهد تمام كارها را با خوشي به پيش ببريم.",مادر ترزا
سکوت," سكوت پيش از آغاز آفرينش به وجود آمده است و آسمانها در فضا پراكنده شدند، بي هيچ حرفي و سخني.",مادر ترزا
سکوت," در سكوت گوش فرا ده، چون اگر دلت پر از چيزهاي ديگر باشد نمي تواني صداي آفريدگار را بشنوي.",مادر ترزا
سکوت, سكوت ژرف را به مثابه لحظاتي مقدس و گران بها پاس بدار؛ لحظاتي براي پناه جستن در سكوت زنده خانه آفريدگار.,مادر ترزا
سکوت," نمي توانيم بدون واسطه در حضور خداوند قرار بگيريم، مگر آنكه سكوت درون و بيرون، هر دو را بر خود تحميل كنيم.",مادر ترزا
سکوت, آدم پرحرف تخم مي كند و آدم خاموش درو مي كند.,اقليدس
سکوت," سكوت، گاه هزار معني در بر دارد كه از گفتن به دست نمي آيد.",منتسكيو
سکوت, عاشقان دلباخته معمولأ در سكوت به سر مي برند.,منتسكيو
سکوت, سكوت شمشيري است كه من هميشه از آن بهره جسته ام.,نادر شاه افشار
سکوت," اگر سخن چون نقره است، خاموشي چون زر پربهاست.",لقمان
سکوت, براي نادان پيرايه اي سزاوارتر و زيباتر از خاموشي نيست.,بزرگمهر
سکوت," هنگامي كه در سكوت شب گوش فرا دهي، خواهي شنيد كه كوهها و درياها و جنگلها با خود كم بيني و هراس ويژه اي نيايش مي كنند.",جبران خليل جبران
سکوت," براي به دست آوردن گنج خموشي، بارگاه دانش خود را بزرگتر ساز.",ارد بزرگ
سکوت, رويش باغ سكوت در هنگامه خروش و همهمه ارزش خود را نشان مي دهد.,اُرد بزرگ
سکوت," خواسته مراد از مريد، خاموشي و ژرف نگري است و خواهش مريد از مراد، نشان دادن مسير پيشرفت است.",اُرد بزرگ
سکوت," من سكوت را از آدم پر حرف آموختم، بردباري را از نابردبار و مهرباني را از نامهربان. اما شگفت آور است كه قدرشناس اين آموزگاران نيستم.",جبران خليل جبران
سکوت," وقتي پول حرف مي زند، حقيقت سكوت مي كند.",مثل روسي
سکوت," فرزانگان سكوت اختيار مي كنند، با استعدادها سخن مي گويند و نادانها جر و بحث مي كنند.",مثل چيني
سکوت," تلاش كن درست صحبت كني، وگرنه عاقلانه است كه سكوت كني.",جورج هربرت
سکوت, گروهي درياي زيباي حقيقت را به درون خود نهان دارند و زلال آن را در پياله ي كوچك كلام نمي كنند؛ به گرماي مهربان سينه ي آنان باشد كه جان به سكوتي موزون آرام گيرد.,جبران خليل جبران
سکوت," داروي خشم، خاموشي است.",سقراط
سکوت, سكوت هرگز اشتباه نمي كند.,مثل ژاپني
سکوت, هركس مايل نيست درباره ي سرمايه داري بحث كند بايد در مورد فاشيسم هم سكوت نمايد.,ماكس هوركهايمر
سکوت, بهترين حسن تلويزيون اين است كه مي توان آن را خاموش كرد.,لوتار اشميت
سکوت, آتش خشم را با آب سكوت خاموش كن.,ارد بزرگ
سکوت," ممسلم است كه در زندگي، بسيار ساده تر است كه انسان به داخل شهر رفته، در رستوراني ساكت و آرام، آسوده بنشيند و نوشيدني خود را به آرامي بنوشد؛ زماني كه اساس زندگي بر پايه ي تلاش و كوشش سازنده بنا شده است.",آريلد نيگوست
سکوت, سكوت بهترين تحقير است.,جرج برنارد شاو
سکوت," سكوت، دردناك است؛ اما در سكوت است كه همه چيز شكل مي گيرد و در زندگي ما لحظه هايي هست كه تنها كار ما بايد انتظار كشيدن باشد. درون هر چيز در اعمال هستي، نيرويي هست كه چيزي را مي بيند و مي شنود كه هنوز قادر به دركش نيستيم، هر آنچه امروز هستيم، از سكوت ديروز زاده شده است.",جبران خليل جبران
شادی, زيباترين لبخندها همان است كه به ناگهان بر چهره اي خاموش و غمگين نقش مي بندد.,كريستيان بوبن
شادی," شگفت انگيزترين چيز، لبخند است.",كريستيان بوبن
شادی," ساده انديشي، هميشه محدوديتي دارد، ولي بي گناهي، سرشار از شادابي است.",كريستيان بوبن
شادی, شادي از درون من سرچشمه مي گيرد و هيچ كس به جز خود من نمي تواند من را شاد كند.,كارولين پاتِر
شادی, خوش باشيد و خودتان باشيد؛ همين كارتان همه چيز را دگرگون خواهد كرد.,لورا لَلُن
شادی," زندگي، كوتاهتر از آن است كه حتي دمي از آن را با غم و غصه بگذرانيد؛ پس هميشه شاد باشيد.",اريك تِيلر
شادی," شاد بودن، رمز و رازي دارد و اين راز، قدرشناسي [ =سپاسداري ] است؛ اين راز، سپاسگزاري است؛ اين راز، شمردن روزي هايتان است.",ديويد لئونارت
شادی," هيچ ديدگاهي مهمتر از ديدگاهي كه خودتان در مورد خودتان داريد، در تندرستي و شادي شما كارساز نيست.",دنيس ويتلي
شادی," خشنودي راستين، زماني فراهم مي شود كه زندگي را به گونه اي سر راست تجربه كنبد، نه از راه داوري در مورد كارهايي كه انجام مي دهيد.",ارييل كين
شادی," كساني كه خود را هميشه خوب و خوش احساس مي كنند، رفتارشان با ديگران بهتر است و به عنوان يك فرد انسان، از توانايي هاي خود بيشتر بهره مي گيرند.",آنتوني رابينز
شادی," شادي راستين از درون ما و از شناخت خودمان سرچشمه مي گيرد، نه از مالكيت [ =ازآنِش ] چيزهايي كه بيرون از وجود ما هستند.",ريچارد گرهم
شادی," بدون پذيرفتن مرزهاي راستي، خشنودي راستين به دست نمي آيد.",لارنت گرنيير
شادی," به ياد داشته باشيد كه هر روز و هر دَم از زندگي تان مي توانيد برگزينيد كه پر از آرامش، شادي و عشق باشيد. اين يك گزينش است و گزينش با شما است.",ياني منيييتس
شادی," در برابر خورشيد و ماه، بر انجام دادن كاري اراده مي كنم كه از درون، شادمان ام مي كند و دل ام بر آن گواهي مي دهد.",رالف والدو امرسون
شادی," در جريان زندگي روزانه، بايد راهي براي شادي بخشيدن به روح آفريننده ي خود بيابيم.",سارك
شادی, تنها راه نيك بختي و خشنودي جاوداني اين است كه بر پايه ي ارزشهاي راستين خود زندگي كنيم.,آنتوني رابينز
شادی," بزرگترين خشنودي هاي زندگي، زماني به دست مي آيد كه انسان بداند در راستاي باورهاي راستين خود، رفتار كرده است.",آنتوني رابينز
شادی," داراترين اشخاص، كساني هستند كه به آنچه دارند، خشنود مي باشند.",رابرت سي ساوي
شادی," از كاميابي ديگران به همان اندازه شادمان شويد كه از كامروايي خود، احساس شادماني مي كنيد.",آنتوني رابينز
شادی," شادي، عطري است كه نمي تواني به ديگران بزني، مگر آنكه قطره هايي از آن را به خودت بزني.",رالف والدو امرسون
شادی," بسياري از آدمها سهم شادماني خود را از دست مي دهند، نه به اين دليل كه هرگز بدان نمي رسند، بلكه پايداري نمي كنند تا از آن بهره گيرند.",ويليام فيدر
